ENSMUSG00000048921|Zfp689
ENSMUSG00000023892|Zfp51
ENSMUSG00000113450|Gm49359
ENSMUSG00000044176|Spink10
ENSMUSG00000025899|Alkbh8
ENSMUSG00000027104|Atf2
ENSMUSG00000030374|Strn4
ENSMUSG00000028629|Exo5
ENSMUSG00000041096|Tspyl2
ENSMUSG00000067430|Zfp763
ENSMUSG00000061898|Rbak